CustomerID,Antibiotics,Cold & Sick,Vitamin,Pain Relief,Allergy & Sinus,Digestive Health,Skin Care & Dermatology,Diabetes Care,Heart & Blood Pressure,Women's Health,Men's Health,Eye & Ear Care,Baby & Child Care,First Aid & Wound Care,Respiratory & Asthma,Supplements & Herbal,Weight Management,Sexual Wellness,Mental Health & Sleep,Pet Medications,PreferredCategory
4754,1,11,6,5,20,18,6,5,9,0,14,0,0,11,8,20,12,15,6,3,Allergy & Sinus
4755,12,4,10,17,3,7,4,9,17,11,12,16,18,6,9,11,19,15,10,16,Weight Management
4756,9,14,16,19,7,5,5,1,10,7,20,9,14,7,10,5,10,7,1,19,Men's Health
4757,18,8,18,18,2,5,13,14,5,20,15,13,14,17,9,17,2,18,17,20,Women's Health
4758,19,7,4,15,4,18,6,11,20,7,6,7,6,12,2,13,9,3,11,0,Heart & Blood Pressure
4759,4,15,15,10,20,1,7,2,6,6,2,7,0,8,4,13,20,0,15,3,Allergy & Sinus
4760,13,11,3,18,3,17,9,2,2,6,18,16,3,3,16,11,10,1,5,18,Pain Relief
4761,4,3,19,16,2,19,8,1,15,5,10,13,11,9,9,17,16,5,3,1,Vitamin
4762,2,10,10,10,19,10,16,11,16,13,17,1,20,18,2,20,2,17,18,10,Baby & Child Care
4763,5,17,7,17,1,9,12,9,14,20,13,0,8,8,13,4,1,11,5,16,Women's Health
4764,12,5,8,20,14,5,14,6,9,17,12,0,19,7,17,15,19,18,17,17,Pain Relief
4765,10,6,10,10,12,17,1,15,7,18,16,3,12,15,16,12,9,7,0,18,Women's Health
4766,14,2,13,17,19,1,11,1,2,15,15,3,8,13,0,1,2,3,5,16,Allergy & Sinus
4767,17,1,0,15,2,14,13,3,1,5,2,0,18,11,10,17,9,8,8,12,Baby & Child Care
4768,9,20,11,13,4,4,1,4,15,11,11,0,11,1,8,8,12,20,11,6,Cold & Sick
4769,11,12,19,7,8,9,16,17,2,6,5,6,2,7,17,7,8,18,13,13,Vitamin
4770,13,8,11,11,14,6,18,12,3,20,19,18,5,17,7,18,4,9,11,13,Women's Health
4771,8,20,5,4,18,7,7,7,16,0,2,7,15,12,4,9,16,5,13,18,Cold & Sick
4772,16,16,4,11,0,17,11,6,11,0,6,12,18,9,5,14,17,16,6,17,Baby & Child Care
4773,20,14,17,2,10,0,6,10,10,14,20,15,12,14,1,13,10,5,16,4,Antibiotics
4774,9,9,15,3,2,14,0,8,1,12,13,11,20,11,16,4,2,7,13,2,Baby & Child Care
4775,6,18,18,19,8,10,2,7,3,16,17,3,5,17,3,3,0,3,10,13,Pain Relief
4776,6,1,14,20,14,11,0,8,10,4,15,17,10,20,1,12,1,0,16,5,Pain Relief
4777,2,5,6,6,3,13,16,17,18,5,19,11,10,4,3,20,19,11,11,6,Supplements & Herbal
4778,0,3,1,12,12,19,2,9,17,1,18,4,14,16,6,16,10,6,0,0,Digestive Health
4779,12,17,13,7,5,3,12,15,0,19,14,5,19,16,7,3,9,0,12,19,Women's Health
4780,15,4,14,8,9,0,15,18,1,19,9,0,3,6,20,2,11,18,3,2,Respiratory & Asthma
4781,3,10,8,5,12,8,6,6,15,17,4,3,16,18,14,8,2,17,9,5,First Aid & Wound Care
4782,13,20,3,5,16,18,18,0,16,10,14,3,10,8,9,11,5,20,17,4,Cold & Sick
4783,13,7,17,1,5,10,6,2,8,6,19,13,6,13,14,7,15,1,7,3,Men's Health
4784,5,5,10,1,2,15,12,10,13,12,6,0,5,11,16,7,18,18,10,13,Weight Management
4785,8,8,11,2,20,19,4,11,7,1,18,9,11,5,20,12,20,20,14,17,Allergy & Sinus
4786,3,19,2,8,6,10,14,16,19,19,3,5,17,6,16,8,10,0,3,8,Cold & Sick
4787,0,17,18,13,10,0,4,12,18,17,1,2,2,18,20,4,5,18,11,1,Respiratory & Asthma
4788,16,11,19,8,19,4,14,17,3,10,1,1,8,19,20,14,1,16,12,11,Respiratory & Asthma
4789,16,1,4,15,10,19,1,13,19,6,12,1,7,6,4,10,13,6,18,17,Digestive Health
4790,6,14,2,6,2,12,9,10,14,3,13,6,9,13,17,19,2,15,18,1,Supplements & Herbal
4791,14,9,5,3,13,20,17,15,17,15,6,3,11,17,9,12,7,18,17,11,Digestive Health
4792,18,3,20,17,9,3,20,18,8,16,16,5,14,17,17,3,14,17,20,11,Vitamin
4793,7,20,13,0,3,19,19,0,12,3,14,8,5,6,15,8,12,4,10,17,Cold & Sick
4794,7,18,17,17,14,1,2,4,1,17,9,11,15,13,13,10,13,9,7,20,Pet Medications
4795,5,2,19,15,3,7,2,19,10,16,3,10,7,5,18,20,13,1,18,14,Supplements & Herbal
4796,0,14,15,6,13,9,5,13,6,19,8,15,7,15,2,1,14,18,6,12,Women's Health
4797,7,7,11,16,0,0,8,20,20,7,4,11,0,4,5,17,14,14,16,17,Diabetes Care
4798,12,14,18,14,2,7,17,5,0,3,1,18,3,9,7,17,11,13,19,10,Mental Health & Sleep
4799,2,7,7,1,11,9,12,7,10,1,1,19,16,7,8,16,5,18,7,6,Eye & Ear Care
4800,3,14,9,5,19,20,4,12,2,12,14,18,20,4,6,18,12,10,11,20,Digestive Health
4801,11,3,4,20,4,7,19,17,16,11,13,8,7,8,1,14,19,2,20,19,Pain Relief
4802,17,6,19,0,14,19,6,16,14,0,7,16,0,6,0,4,10,6,14,12,Vitamin
4803,17,15,5,19,8,18,20,2,6,15,13,17,6,1,8,1,16,5,9,1,Skin Care & Dermatology
4804,9,9,13,20,5,14,7,2,6,12,13,14,15,17,20,16,19,5,11,19,Pain Relief
4805,13,15,16,10,7,12,2,17,17,1,10,17,7,9,3,17,8,1,4,5,Diabetes Care
4806,18,2,7,1,0,2,18,2,13,18,2,18,13,17,5,1,9,12,12,12,Antibiotics
4807,15,19,13,20,13,6,0,2,0,4,13,15,20,12,0,12,16,2,10,0,Pain Relief
4808,16,16,8,3,7,2,3,3,14,18,7,9,8,16,12,3,18,4,0,17,Women's Health
4809,0,19,11,11,14,7,16,15,13,4,14,6,12,18,0,7,5,4,19,4,Cold & Sick
4810,3,19,3,7,6,18,7,0,0,15,19,17,20,13,17,1,2,17,4,4,Baby & Child Care
4811,2,8,5,12,10,8,16,14,2,6,17,20,15,12,5,7,0,15,15,5,Eye & Ear Care
4812,19,14,10,20,10,19,16,2,16,10,14,3,5,5,13,8,14,5,12,2,Pain Relief
4813,1,9,6,5,11,14,15,0,9,16,16,5,14,6,9,17,14,18,3,6,Sexual Wellness
4814,13,14,15,17,7,11,14,19,5,7,12,5,9,5,3,11,13,18,10,17,Diabetes Care
4815,1,17,5,12,9,9,3,15,7,16,7,9,2,4,16,11,20,13,5,12,Weight Management
4816,15,10,13,1,14,12,13,5,10,5,11,8,5,6,12,10,20,18,11,10,Weight Management
4817,14,15,19,2,15,12,16,8,7,6,20,17,3,7,19,11,0,6,18,3,Men's Health
4818,20,17,9,17,18,2,9,18,4,14,18,13,9,6,10,1,1,15,13,7,Antibiotics
4819,8,15,10,13,10,7,1,19,8,11,7,8,5,7,10,20,13,7,14,17,Supplements & Herbal
4820,19,18,16,0,8,5,14,16,8,11,11,1,12,4,8,16,14,4,8,15,Antibiotics
4821,11,13,8,11,3,17,7,16,5,10,10,1,3,10,4,3,15,5,7,0,Digestive Health
4822,16,12,19,11,14,17,16,15,9,0,16,16,2,5,14,15,5,3,16,11,Vitamin
4823,18,0,12,0,9,15,12,1,0,4,15,9,13,5,13,3,6,13,18,2,Antibiotics
4824,11,14,16,9,10,5,3,18,9,1,6,17,20,13,8,3,1,11,2,8,Baby & Child Care
4825,15,12,10,0,14,1,2,15,7,0,0,20,8,1,11,4,0,10,13,20,Eye & Ear Care
4826,18,7,9,16,7,4,20,18,10,0,19,3,0,17,17,7,18,4,4,1,Skin Care & Dermatology
4827,10,1,18,2,2,13,2,19,9,12,12,9,15,15,11,9,8,4,5,3,Diabetes Care
4828,11,5,11,1,11,16,10,8,8,1,20,2,11,3,19,17,6,20,17,20,Men's Health
4829,1,2,12,2,14,9,7,0,8,15,15,1,4,16,8,18,5,20,14,18,Sexual Wellness
4830,15,13,0,12,9,17,13,14,8,12,14,13,8,16,2,19,19,16,16,18,Supplements & Herbal
4831,10,15,8,12,18,20,11,17,12,9,1,6,20,9,4,17,16,14,1,6,Digestive Health
4832,8,19,12,7,14,4,15,12,7,20,8,17,11,14,8,10,9,4,15,18,Women's Health
4833,7,19,1,7,1,8,4,20,8,0,9,15,14,11,6,5,5,10,13,2,Diabetes Care
4834,3,7,15,13,12,19,4,2,20,5,11,10,8,11,13,0,12,3,5,3,Heart & Blood Pressure
4835,4,1,16,16,10,4,19,11,6,13,6,7,19,14,14,3,16,10,20,13,Mental Health & Sleep
4836,12,0,11,14,14,3,14,12,8,6,17,8,9,16,6,18,5,20,2,5,Sexual Wellness
4837,3,10,10,19,13,14,18,9,11,16,16,17,0,15,16,4,3,18,10,8,Pain Relief
4838,0,15,10,16,1,19,13,18,6,1,19,11,19,17,17,17,19,14,15,18,Digestive Health
4839,19,10,19,14,17,8,1,12,18,7,19,10,7,5,15,12,16,4,17,11,Antibiotics
4840,8,7,18,6,9,9,15,14,17,3,0,5,18,5,12,20,19,7,4,5,Supplements & Herbal
4841,3,12,11,2,20,16,15,16,6,3,16,9,14,13,8,12,15,5,17,2,Allergy & Sinus
4842,10,9,16,8,9,19,18,3,14,13,8,1,18,11,20,7,13,6,12,11,Respiratory & Asthma
4843,4,13,1,9,4,4,12,9,9,12,19,2,16,19,17,7,9,4,8,0,Men's Health
4844,2,17,11,1,17,19,8,2,2,2,4,6,18,10,8,15,1,3,12,9,Digestive Health
4845,16,1,0,6,18,9,10,1,7,14,15,10,13,2,2,4,11,2,5,13,Allergy & Sinus
4846,6,2,16,2,19,3,19,8,1,20,19,18,6,18,13,10,3,12,2,7,Women's Health
4847,17,7,16,0,19,5,0,18,4,19,15,20,7,6,0,1,8,9,3,0,Eye & Ear Care
4848,18,6,7,10,13,16,9,16,2,14,8,20,15,11,4,12,5,9,7,13,Eye & Ear Care
4849,6,2,18,7,20,18,19,19,16,5,11,6,17,7,14,11,0,12,16,0,Allergy & Sinus
4850,17,6,11,8,9,6,20,9,15,0,16,10,18,2,0,7,5,16,17,20,Skin Care & Dermatology
4851,16,8,2,9,7,16,16,13,0,20,17,19,17,16,0,7,0,2,1,11,Women's Health
4852,13,5,2,12,8,0,7,5,14,8,20,3,3,18,16,13,20,13,4,2,Men's Health
4853,10,6,10,14,0,1,20,17,5,12,14,0,8,3,12,16,7,12,12,15,Skin Care & Dermatology
4854,9,0,10,3,3,15,0,5,13,18,8,14,6,5,2,4,13,2,15,6,Women's Health
4855,1,9,20,9,7,4,10,16,7,2,17,20,19,12,9,12,0,9,14,10,Vitamin
4856,0,20,16,20,17,19,1,15,5,6,7,2,13,19,2,12,20,9,20,20,Cold & Sick
4857,15,13,5,10,15,2,1,9,0,7,19,1,13,15,6,7,4,13,11,15,Men's Health
4858,9,1,4,5,0,10,15,16,19,15,18,11,4,15,15,0,6,14,1,10,Heart & Blood Pressure
4859,7,9,0,20,11,0,3,9,19,4,10,7,1,9,17,10,3,6,5,10,Pain Relief
4860,17,12,9,9,10,9,16,9,6,17,7,1,1,13,3,4,18,2,4,8,Weight Management
4861,0,9,4,4,5,19,10,14,4,3,13,9,9,13,15,7,1,6,6,13,Digestive Health
4862,19,11,6,18,6,8,19,14,1,7,9,18,6,16,13,20,5,5,4,5,Supplements & Herbal
4863,19,1,11,17,8,19,9,14,9,11,4,11,3,11,13,9,3,19,16,18,Antibiotics
4864,4,14,5,14,13,3,4,16,7,11,2,3,19,2,17,15,0,8,3,17,Baby & Child Care
4865,16,5,1,12,0,4,6,6,20,6,6,16,5,3,5,0,18,11,12,11,Heart & Blood Pressure
4866,3,6,9,0,20,8,5,2,11,7,16,13,18,3,14,3,8,15,0,18,Allergy & Sinus
4867,3,14,0,7,12,12,14,1,19,20,10,14,7,15,17,12,1,1,18,11,Women's Health
4868,3,0,9,0,11,5,3,12,12,17,6,9,9,3,8,18,10,9,11,0,Supplements & Herbal
4869,7,19,3,8,16,5,14,12,8,18,14,19,18,2,11,11,16,13,3,13,Cold & Sick
4870,10,4,3,4,1,12,1,10,2,1,12,18,8,8,11,15,6,18,10,8,Eye & Ear Care
4871,9,6,14,5,13,3,13,2,5,18,11,4,7,8,0,0,10,10,13,15,Women's Health
4872,18,1,5,10,18,9,17,6,15,20,14,10,9,6,6,4,2,12,3,19,Women's Health
4873,0,18,6,20,14,11,8,3,4,20,13,4,3,15,20,14,3,13,16,9,Pain Relief
4874,0,9,6,0,11,0,19,5,10,19,10,3,0,0,6,18,7,14,20,9,Mental Health & Sleep
4875,16,13,14,2,5,20,5,6,10,17,13,12,13,3,4,12,5,16,4,18,Digestive Health
4876,2,5,10,17,0,19,17,16,6,20,5,16,19,6,8,9,2,5,9,15,Women's Health
4877,8,1,0,13,8,20,3,12,16,20,4,3,7,8,18,9,12,16,13,16,Digestive Health
4878,5,17,4,7,17,19,19,16,19,19,11,8,15,13,13,5,18,12,10,6,Digestive Health
4879,3,7,1,11,20,4,19,6,11,4,1,15,4,17,8,7,3,17,6,3,Allergy & Sinus
4880,11,10,17,15,10,11,19,9,14,13,12,20,1,17,7,18,7,13,3,12,Eye & Ear Care
4881,9,9,12,19,16,17,20,17,18,7,20,16,17,10,10,17,17,20,8,2,Skin Care & Dermatology
4882,10,4,10,12,3,18,7,20,12,2,7,10,19,13,14,6,20,5,11,19,Diabetes Care
4883,2,16,17,6,4,12,17,14,11,9,13,2,17,0,16,7,16,2,16,0,Vitamin
4884,19,12,15,16,7,4,3,5,10,14,4,18,2,17,20,8,18,20,15,10,Respiratory & Asthma
4885,1,12,8,17,19,9,5,14,3,19,18,10,7,14,4,3,3,12,3,10,Allergy & Sinus
4886,2,7,7,9,16,6,17,20,10,3,9,10,20,10,12,12,2,0,13,10,Diabetes Care
4887,14,12,5,2,13,2,7,1,6,14,6,10,19,17,2,3,11,2,14,12,Baby & Child Care
4888,7,0,17,5,20,13,4,0,15,12,10,10,18,12,11,5,13,4,12,7,Allergy & Sinus
4889,15,18,11,6,7,15,2,16,19,2,6,11,18,1,4,4,6,15,4,15,Heart & Blood Pressure
4890,10,1,12,12,15,15,8,2,4,19,8,8,19,10,3,14,0,3,16,10,Women's Health
4891,9,0,6,9,10,15,20,2,5,19,5,18,0,5,4,9,0,4,9,15,Skin Care & Dermatology
4892,9,16,20,1,16,4,17,11,13,11,8,13,4,1,0,19,16,3,9,3,Vitamin
4893,20,8,16,3,19,16,11,7,13,7,0,15,11,20,16,6,11,10,3,5,Antibiotics
4894,12,1,0,12,4,14,15,12,9,10,11,9,14,20,9,2,2,14,6,12,First Aid & Wound Care
4895,8,4,12,2,8,0,13,14,9,13,20,1,1,0,15,6,7,16,13,13,Men's Health
4896,10,18,1,16,20,6,12,8,19,5,7,7,4,1,7,8,13,6,2,12,Allergy & Sinus
4897,15,20,15,11,11,9,18,19,18,19,0,12,5,17,10,7,2,12,14,12,Cold & Sick
4898,14,6,1,19,1,11,9,13,19,9,2,17,4,2,1,17,8,6,6,17,Pain Relief
4899,6,1,11,5,15,0,19,16,4,13,15,19,4,5,16,16,2,5,19,13,Skin Care & Dermatology
4900,8,13,1,12,15,8,18,14,5,1,8,14,18,11,18,18,5,9,2,17,Skin Care & Dermatology
4901,19,13,12,12,1,8,10,13,12,4,15,19,12,17,18,0,16,4,11,15,Antibiotics
4902,14,17,16,19,17,4,3,7,8,4,10,19,15,15,17,7,2,9,6,14,Pain Relief
4903,6,2,0,13,10,18,14,3,6,3,7,14,0,1,14,20,20,19,20,14,Supplements & Herbal
4904,8,17,13,17,8,9,16,19,3,14,10,8,20,7,6,3,15,10,5,11,Baby & Child Care
4905,7,7,9,3,1,13,1,1,9,20,19,6,3,7,9,14,19,14,18,11,Women's Health
4906,1,15,3,11,7,18,20,11,17,15,11,7,8,15,14,3,2,0,19,9,Skin Care & Dermatology
4907,4,5,4,1,4,1,20,6,19,1,7,0,9,19,17,16,13,6,7,14,Skin Care & Dermatology
4908,12,1,20,15,4,6,12,15,14,5,6,11,2,5,14,6,0,10,13,13,Vitamin
4909,6,14,8,9,16,10,2,13,16,9,3,3,7,13,2,1,16,12,16,18,Pet Medications
4910,19,9,7,11,15,8,18,15,5,7,16,18,14,15,12,16,16,11,4,14,Antibiotics
4911,14,18,18,14,15,5,7,12,13,5,0,5,8,0,20,13,19,6,7,19,Respiratory & Asthma
4912,5,12,20,0,8,17,5,4,13,4,7,7,19,13,5,12,6,6,5,2,Vitamin
4913,10,3,15,5,10,8,7,14,8,8,3,12,3,7,18,13,6,18,4,1,Respiratory & Asthma
4914,0,16,15,13,6,9,16,10,7,17,2,13,17,14,16,15,16,15,4,12,Women's Health
4915,19,18,13,18,0,12,16,5,19,14,12,0,0,1,14,12,4,10,7,0,Antibiotics
4916,9,17,19,5,9,10,7,6,16,18,18,15,0,5,17,2,19,5,3,1,Vitamin
4917,5,9,16,16,10,10,9,13,15,19,6,19,13,13,6,13,3,3,6,8,Women's Health
4918,12,1,5,6,11,7,12,16,15,13,11,18,20,9,18,8,18,5,6,16,Baby & Child Care
4919,16,10,2,18,18,15,12,9,10,5,12,4,13,11,10,19,4,13,15,12,Supplements & Herbal
4920,5,11,5,3,14,5,1,18,0,18,10,5,13,20,0,3,20,17,0,15,First Aid & Wound Care
4921,18,2,17,0,4,9,13,7,13,7,5,6,11,0,5,6,4,11,5,1,Antibiotics
4922,14,0,1,2,9,11,3,0,6,0,18,4,9,14,13,13,19,0,7,3,Weight Management
4923,13,3,13,19,14,13,17,8,8,2,6,7,8,20,15,6,13,14,6,4,First Aid & Wound Care
4924,5,0,17,5,14,14,13,8,15,16,6,7,2,0,1,19,20,9,7,9,Weight Management
4925,20,2,3,20,1,16,1,0,0,16,20,20,16,12,7,17,6,6,18,16,Antibiotics
4926,6,15,3,10,17,11,1,5,19,11,3,11,20,10,13,13,1,8,16,13,Baby & Child Care
4927,2,11,4,2,0,19,5,12,11,13,17,19,3,15,13,16,9,12,19,15,Digestive Health
4928,19,10,14,20,9,2,2,14,8,12,5,0,1,3,12,9,8,3,0,7,Pain Relief
4929,10,13,1,10,9,18,9,5,3,8,19,17,15,13,7,3,14,14,11,12,Men's Health
4930,16,1,17,11,3,11,19,17,8,17,14,8,10,2,3,10,13,11,5,1,Skin Care & Dermatology
4931,15,16,9,5,14,20,14,1,13,11,16,20,1,11,10,14,15,15,4,8,Digestive Health
4932,1,19,18,5,13,10,14,10,10,20,14,3,4,13,2,12,4,10,3,13,Women's Health
4933,13,16,9,13,10,1,11,13,6,12,0,13,0,18,1,3,2,1,16,10,First Aid & Wound Care
4934,15,17,11,15,16,18,1,1,6,18,4,1,10,11,3,20,13,5,2,10,Supplements & Herbal
4935,15,0,9,1,15,20,2,4,14,6,18,15,13,19,20,14,18,1,9,0,Digestive Health
4936,6,8,3,8,10,4,19,5,20,13,8,4,19,20,8,16,13,0,16,5,Heart & Blood Pressure
4937,2,13,20,18,13,10,9,9,14,17,15,16,5,11,10,1,6,11,20,6,Vitamin
4938,15,13,8,19,7,12,18,3,17,2,20,15,11,2,5,20,3,19,4,5,Men's Health
4939,20,2,11,3,19,7,20,8,14,15,0,17,8,18,6,5,9,13,4,4,Antibiotics
4940,18,14,4,3,12,1,12,18,14,16,18,1,11,2,20,7,9,7,3,5,Respiratory & Asthma
4941,14,6,18,3,0,5,20,15,0,17,3,3,5,5,3,5,10,17,19,2,Skin Care & Dermatology
4942,7,2,14,13,0,0,3,13,10,10,1,15,4,11,16,14,1,10,1,3,Respiratory & Asthma
4943,0,18,2,18,9,20,15,13,12,16,13,11,18,12,3,16,4,9,13,11,Digestive Health
4944,10,20,5,1,20,19,14,19,20,5,14,14,16,2,18,0,20,19,17,7,Cold & Sick
4945,15,8,1,15,5,17,19,5,4,16,9,14,13,17,15,0,3,14,7,13,Skin Care & Dermatology
4946,12,1,3,17,0,12,9,19,8,17,17,17,0,11,5,4,10,20,10,11,Sexual Wellness
4947,2,7,11,14,12,7,8,12,4,3,19,10,6,5,3,16,14,14,1,10,Men's Health
4948,12,4,9,16,5,2,2,0,7,8,13,7,15,11,13,16,1,7,1,0,Pain Relief
4949,19,11,9,18,14,7,3,0,12,11,4,1,0,17,16,8,17,5,1,0,Antibiotics
4950,5,10,11,18,13,16,16,4,7,13,0,13,3,13,15,13,4,14,8,1,Pain Relief
4951,0,5,11,5,7,14,5,4,0,6,12,1,0,19,20,17,9,15,20,14,Respiratory & Asthma
4952,11,9,5,14,5,20,8,15,14,8,20,10,20,16,7,5,5,1,19,5,Digestive Health
4953,18,4,12,12,15,11,11,17,16,12,16,6,0,2,20,3,8,6,15,4,Respiratory & Asthma
4954,7,13,6,13,8,12,18,3,19,1,19,15,14,12,20,4,11,11,19,2,Respiratory & Asthma
4955,2,4,7,17,12,3,2,12,1,3,7,0,16,15,8,2,9,4,3,0,Pain Relief
4956,10,20,20,6,19,20,3,10,15,2,2,8,7,9,15,18,10,12,3,13,Cold & Sick
4957,15,2,1,8,1,12,14,12,16,9,2,4,17,6,12,15,9,19,10,18,Sexual Wellness
4958,3,11,14,8,10,4,17,12,7,14,14,11,12,12,1,20,19,17,16,8,Supplements & Herbal
4959,7,3,18,18,5,2,9,7,19,17,7,1,14,6,5,9,1,14,8,19,Heart & Blood Pressure
4960,5,11,3,8,13,10,0,15,15,9,6,20,0,19,19,1,5,16,6,2,Eye & Ear Care
4961,17,18,14,19,16,7,16,5,2,7,20,17,14,12,18,9,5,11,2,1,Men's Health
4962,7,2,17,12,17,8,2,15,1,19,2,10,17,0,3,13,17,8,19,1,Women's Health
4963,9,17,18,10,10,9,4,4,15,10,0,8,13,17,1,12,5,18,10,8,Vitamin
4964,15,1,5,8,6,14,20,17,18,16,15,7,12,16,10,6,13,8,11,13,Skin Care & Dermatology
4965,10,7,14,7,17,0,17,19,14,6,0,17,10,8,1,2,3,1,6,0,Diabetes Care
4966,11,14,0,14,2,17,8,18,4,14,19,7,9,6,15,8,19,2,14,8,Men's Health
4967,12,13,5,18,5,5,7,11,9,18,8,10,19,6,20,13,8,2,6,15,Respiratory & Asthma
4968,13,15,4,5,8,1,2,18,5,12,3,11,15,1,13,13,18,3,19,16,Mental Health & Sleep
4969,14,15,0,7,14,6,8,10,2,20,0,9,8,0,7,14,14,19,8,11,Women's Health
4970,7,19,8,13,19,13,16,9,4,14,15,10,19,16,5,1,12,11,5,4,Cold & Sick
4971,4,16,7,11,9,18,0,1,2,6,12,18,8,10,7,2,17,3,18,17,Digestive Health
4972,1,3,10,5,13,2,9,5,11,17,8,4,20,9,6,2,0,3,11,3,Baby & Child Care
4973,7,1,7,16,7,18,14,8,15,16,3,10,19,6,5,19,3,6,13,18,Baby & Child Care
4974,19,12,19,3,1,12,17,7,13,4,1,3,1,5,10,18,2,1,5,16,Antibiotics
4975,20,3,14,9,1,2,8,6,4,4,0,13,12,10,14,20,7,20,12,14,Antibiotics
4976,20,4,17,0,8,0,7,6,17,15,13,8,15,16,1,10,17,9,10,9,Antibiotics
4977,14,7,14,3,16,17,9,0,3,17,2,16,3,7,9,4,2,17,0,18,Pet Medications
4978,15,10,0,14,14,18,2,18,12,2,20,18,9,20,4,2,7,9,20,10,Men's Health
4979,4,4,6,13,16,13,18,9,0,18,4,3,18,17,9,4,5,11,10,18,Skin Care & Dermatology
4980,9,9,6,0,14,7,0,20,19,2,3,16,20,18,8,13,19,18,17,16,Diabetes Care
4981,19,11,18,2,7,1,6,1,9,17,5,7,16,8,5,3,14,19,0,8,Antibiotics
4982,10,0,7,14,4,15,16,2,7,14,16,14,10,7,20,13,17,16,13,3,Respiratory & Asthma
4983,16,14,5,13,0,20,9,10,5,2,6,8,5,10,16,15,11,17,14,1,Digestive Health
4984,18,6,10,6,3,18,14,3,17,20,18,7,10,14,1,16,6,19,13,17,Women's Health
4985,7,5,12,18,14,20,17,4,0,0,5,10,20,13,10,17,14,16,12,16,Digestive Health
4986,3,15,12,9,3,3,6,17,10,11,3,7,5,0,14,14,17,18,15,3,Sexual Wellness
4987,2,0,3,3,8,14,14,2,10,11,6,16,11,9,1,13,11,8,16,18,Pet Medications
4988,13,8,20,12,3,8,11,19,20,9,16,1,5,2,10,14,5,18,3,3,Vitamin
4989,15,0,4,13,1,7,0,13,5,20,18,11,13,14,6,15,13,16,5,18,Women's Health
4990,4,5,5,18,8,17,6,0,18,18,18,7,14,16,19,15,16,9,20,13,Mental Health & Sleep
4991,19,7,15,4,19,9,19,9,17,14,14,13,16,8,7,6,13,19,3,6,Antibiotics
4992,5,12,10,0,7,20,6,11,11,7,0,15,12,0,16,8,20,2,10,13,Digestive Health
4993,9,15,13,0,15,19,9,13,12,6,9,4,12,11,5,5,15,7,7,3,Digestive Health
4994,7,10,18,17,13,17,6,12,5,17,6,9,7,6,13,3,18,9,0,13,Vitamin
4995,2,3,3,5,3,12,7,20,13,2,7,2,9,15,2,5,9,12,19,19,Diabetes Care
4996,5,4,12,5,18,15,0,17,14,14,3,8,20,17,4,6,3,20,19,7,Baby & Child Care
4997,13,3,4,3,1,10,11,11,5,15,1,13,13,7,8,8,6,17,4,5,Sexual Wellness
4998,10,12,10,9,18,18,14,12,10,17,11,17,3,5,15,16,5,17,11,10,Allergy & Sinus
4999,1,14,12,17,1,10,11,17,8,12,16,3,19,9,6,10,8,0,8,11,Baby & Child Care
5000,7,1,14,16,11,1,18,10,3,18,3,15,1,5,10,8,5,11,15,4,Skin Care & Dermatology
5001,17,3,2,20,14,1,4,5,12,11,0,20,5,12,11,5,13,6,8,14,Pain Relief
5002,8,11,3,9,16,1,11,16,5,6,11,7,8,7,6,16,7,1,6,20,Pet Medications
5003,17,20,16,12,20,13,5,17,12,15,8,12,9,6,5,14,10,19,8,17,Cold & Sick
5004,15,12,18,10,17,19,9,10,14,4,7,4,6,16,2,12,16,3,5,9,Digestive Health
5005,1,20,19,9,6,2,17,6,20,0,14,9,2,6,1,20,6,8,3,19,Cold & Sick
5006,7,16,16,17,18,13,7,13,10,10,0,10,2,3,12,11,20,4,2,15,Weight Management
5007,16,16,13,3,16,17,9,16,18,19,9,11,13,5,18,0,10,2,10,10,Women's Health
5008,9,11,0,15,4,15,3,6,11,15,0,2,13,8,16,5,18,11,11,17,Weight Management
5009,13,9,18,2,16,18,10,6,9,19,6,12,5,6,8,12,14,19,18,15,Women's Health
5010,0,9,20,13,1,10,13,0,7,8,8,18,10,13,12,7,4,13,20,18,Vitamin
5011,0,0,0,19,19,3,2,15,20,14,6,19,19,10,9,4,6,17,6,15,Heart & Blood Pressure
5012,20,6,15,19,19,9,15,19,9,5,6,10,0,18,9,7,20,0,12,12,Antibiotics
5013,13,16,0,8,3,3,7,3,17,14,10,16,7,8,3,0,13,11,5,8,Heart & Blood Pressure
5014,4,8,7,7,2,8,17,1,5,12,4,6,20,6,16,17,15,8,0,4,Baby & Child Care
5015,7,0,1,2,5,10,6,12,19,4,15,8,6,13,14,17,6,2,11,15,Heart & Blood Pressure
5016,9,10,10,7,1,8,1,17,19,9,8,5,4,11,1,5,17,17,19,9,Heart & Blood Pressure
5017,15,1,13,13,17,8,8,10,12,17,14,16,1,14,0,16,7,1,19,19,Mental Health & Sleep
5018,11,4,13,9,12,19,12,13,19,17,9,5,0,17,10,0,3,15,0,1,Digestive Health
5019,6,10,0,9,11,7,18,16,18,16,16,0,0,5,1,6,19,11,14,15,Weight Management
5020,11,18,18,0,14,13,4,4,18,2,2,3,12,16,8,20,4,0,14,2,Supplements & Herbal
5021,8,9,20,3,19,10,5,7,9,20,19,4,13,10,5,16,8,20,15,0,Vitamin
5022,0,2,5,16,14,17,8,6,4,1,4,14,7,1,14,14,8,14,2,14,Digestive Health
